,k0,k1,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,mu_10,mu_11,mu_12,mu_13,mu_14,mu_15,mu_16,mu_17,mu_18,mu_19,mu_20,mu_21,mu_22,mu_23,mu_24,mu_25,mu_26,mu_27,mu_28,mu_29,mu_30,mu_31,mu_32,mu_33,mu_34,mu_35,mu_36,mu_37,mu_38,mu_39,mu_40,mu_41,mu_42,mu_43,mu_44,mu_45,mu_46,mu_47,mu_48,mu_49,mu_50,mu_51,mu_52,mu_53,mu_54,mu_55,mu_56,mu_57,mu_58,mu_59,mu_60,mu_61,mu_62,mu_63,mu_64,mu_65,mu_66,mu_67,mu_68,mu_69,mu_70,mu_71,mu_72,mu_73,mu_74,mu_75,mu_76,mu_77,mu_78,mu_79,mu_80,mu_81,mu_82,mu_83,mu_84,mu_85,mu_86,mu_87,mu_88,mu_89,mu_90,mu_91,mu_92,mu_93,mu_94,mu_95,mu_96,mu_97,mu_98,mu_99,mu_100,mu_101,mu_102,mu_103,mu_104,mu_105,mu_106,mu_107,mu_108,mu_109,mu_110,mu_111,mu_112,mu_113,mu_114,mu_115,mu_116,mu_117,mu_118,mu_119,mu_120,mu_121,mu_122,mu_123,mu_124,mu_125,mu_126,mu_127,mu_128,mu_129,mu_130,mu_131,mu_132,mu_133,mu_134,mu_135,mu_136,mu_137,mu_138,mu_139,mu_140,mu_141,mu_142,mu_143,mu_144,mu_145,mu_146,mu_147,mu_148,mu_149,mu_150,mu_151,mu_152,mu_153
2851,[1],"[1.09310472736549, 1.0]","[0.0, 0.2006109790854795]","[0.0, 0.13246260058819037]","[0.0, 0.10104847618722852]","[0.0, 0.12859334024548036]","[0.0, 0.1618630595561547]","[0.0, 0.22106932204348045]","[0.0, 0.3316074930028427]","[0.0, 0.6381340048829454]","[0.0, 0.815778271135921]","[0.0, 0.9497800922324872]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 0.9538558781458377]","[0.0, 0.9064287111286788]","[0.0, 0.8768978215106398]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2852,[1],"[0.527914599270519, 1.0]","[0.0, 0.8145760088006763]","[0.0, 0.7426064463726074]","[0.0, 0.7093066305860263]","[0.0, 0.7176765061895137]","[0.0, 0.7398448015040693]","[0.0, 0.8804681975125346]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2853,[1],"[0.42857143353045285, 1.0]","[0.0, 0.5840125617012953]","[0.0, 0.8347710957070515]","[0.0, 1.0]","[0.0, 0.9748647443724187]","[0.0, 0.5264313718602065]","[0.0, 0.2897361421344765]","[0.0, 0.20921119457615212]","[0.0, 0.18461342326465702]","[0.0, 0.18014148510825506]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2854,[1],"[1.0495106255084423, 1.0]","[0.0, 0.031488611577101686]","[0.0, 0.02373668052734601]","[0.0, 0.022038408230188343]","[0.0, 0.022358593482564457]","[0.0, 0.024122935712112836]","[0.0, 0.02754571389373913]","[0.0, 0.03374764403726934]","[0.0, 0.046457301808305713]","[0.0, 0.08418550577058409]","[0.6284303996018372, 0.7157286582049794]","[0.0, 0.0911371327107265]","[0.0, 0.05119158414245352]","[0.0, 0.03857644051369053]","[0.0, 0.032876442894632305]","[0.0, 0.030225707073007712]","[0.0, 0.029425632367309103]","[0.0, 0.029479114034779652]","[0.0, 0.030325710044929975]","[0.0, 0.03200580766682401]","[0.0, 0.03475744268008855]","[0.0, 0.03903483476407867]","[0.0, 0.045830528364906226]","[0.0, 0.057468364273876346]","[0.0, 0.08094527944285743]","[0.0, 0.15083764584876702]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2855,[1],"[4.1111111160825775, 1.0]","[0.0, 0.48925269860634735]","[0.0, 0.5789907394974035]","[0.0, 0.7667717001532273]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2856,[1],"[1.0422341192631215, 1.0]","[0.4816288991218033, 0.7240759352467172]","[0.0, 0.17854537404049525]","[0.0, 0.10555555555555556]","[0.0, 0.43145826426184264]","[0.0, 0.4314581620142449]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2857,[1],"[1.7954545504440926, 1.0]","[0.0, 0.3751438434982738]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2858,[1],"[0.8328376016238869, 1.0]","[0.0, 0.7106356009994372]","[0.0, 0.7807482329188985]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2859,[1],"[1.1967213164273005, 1.0]","[0.0, 0.9418168913107896]","[0.0, 1.0]","[0.0, 0.6860545026286295]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2860,[1],"[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2861,[1],"[1.1101210264219126, 1.0]","[0.0, 0.2711827155458076]","[0.0, 0.0578983000862474]","[0.0, 0.027556129116927796]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 0.7162405418806697]","[0.0, 0.6744570409662339]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2862,[1],"[0.955447788798236, 1.0]","[0.0, 0.34805716369401635]","[0.0, 0.28356957854305054]","[0.0, 0.6329276325025519]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 0.8125214946840854]","[0.0, 0.5295902994544638]","[0.0, 0.512807098036606]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2863,[1],"[0.6847826186335058, 1.0]","[0.8525129996558528, 1.0]","[0.0, 0.14748714038987265]","[0.0, 0.09933212911156543]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2864,[1],"[None, None]","[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2865,[1],"[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2866,[1],"[0.553191494370285, 1.0]","[0.0, 0.9620108899590754]","[0.0, 0.9752470412022272]","[0.0, 1.0]","[0.0, 0.9047522790759467]","[0.0, 0.44629907241959005]","[0.0, 0.4462985640548575]","[0.0, 0.44629853898026745]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2867,[1],"[1.5298317234636098, 1.0]","[0.0, 0.7125648758785377]","[0.0, 0.593324873513542]","[0.0, 0.24586008590220898]","[0.0, 0.9566251314338492]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2868,[1],"[0.7024820402796514, 1.0]","[0.0, 0.7120619882358573]","[0.0, 0.8494823510133777]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 0.9951656891242867]","[0.0, 0.553127456644707]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2869,[1],"[0.7456238223718744, 1.0]","[0.0, 0.6266375847661192]","[0.0, 0.4489156313552831]","[0.0, 0.07504003719625331]","[0.0, 0.11164646929801389]","[0.0, 0.2084268514649845]","[0.0, 0.6873768216976278]","[0.0, 0.7195299327388477]","[0.0, 0.7195299287061404]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2870,[1],"[1.0000000049513391, 1.0]","[0.0, 0.809617872743749]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2871,[1],"[0.9827586256414806, 1.0]","[0.0, 0.9415621941424234]","[0.0, 1.0]","[0.0, 0.9905626336582213]","[0.0, 0.5014028390440373]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2872,[1],"[inf, 1.0]","[0.0, 0.9519988725225673]","[0.0, 0.8946052298156114]","[0.0, 0.8707449907943374]","[0.0, -0.0]","[0.0, 0.8731302299960231]","[0.0, 0.8986224093672851]","[0.0, 0.9136449106481472]","[0.0, 0.9361878775392093]","[0.0, 0.9667670920373149]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 0.9999999224189238]","[0.0, 1.0]","[0.0, 0.9999999224012571]","[0.0, 1.0]","[0.0, 0.9889514951779108]","[0.0, 0.8988383563176019]","[0.0, 0.8359187866261217]","[0.0, 0.7940619600879959]","[0.0, 0.7646458276680156]","[0.0, -0.0]","[0.0, 0.7271901331150495]","[0.0, -0.0]","[0.0, -0.0]","[0.0, 0.6996188457622796]","[0.0, -0.0]","[0.0, 0.6912295506250085]","[0.0, 0.6887834649261658]","[0.0, 0.6871447230478731]","[0.0, 0.6861046541545905]","[0.0, -0.0]","[0.0, 0.6851571667399474]","[0.0, 0.68499109900072]","[0.0, 0.6849059856487234]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2873,[1],"[0.8263672419606605, 1.0]","[0.0, 0.6292406119555956]","[0.0, 0.5678846337992284]","[0.0, 0.7521447925468437]","[0.0, 0.9495134071098937]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2874,[1],"[0.638280265627532, 1.0]","[0.0, 0.6518705578080907]","[0.0, 0.8417296524317863]","[0.0, 0.9364986062620734]","[0.0, 0.9490976184749296]","[0.0, 0.9675485192352486]","[0.0, 0.7898496048793849]","[0.0, 0.5923963035855294]","[0.0, 0.599149508160602]","[0.0, 0.5507334416186505]","[0.0, 0.5165865523831751]","[0.0, 0.4944518895820915]","[0.0, 0.48095763193647134]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2875,[1],"[1.285714290666646, 1.0]","[0.0, 0.4288366810170104]","[0.0, 0.6848166243904074]","[0.0, 0.7795176648724828]","[0.0, 0.8360797586712002]","[0.0, 0.2907589893462231]","[0.0, 0.4415552866105992]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2876,[1],"[1.0724694944138613, 1.0]","[0.0, 0.847238504528055]","[0.0, 0.7932997827629701]","[0.0, 0.5414468530866449]","[0.0, 0.36503669335292316]","[0.0, 0.471084175239942]","[0.0, 0.5631804021701923]","[0.0, 0.6519075393134788]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2877,[1],"[1.2258064565657618, 1.0]","[0.0, 0.2674023769100178]","[0.0, 0.444998734038286]","[0.0, 0.9290322901214161]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 0.8604031974098418]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2878,[1],"[0.2830495757286682, 1.0]","[0.0, 0.7020777959468031]","[0.0, 0.6159040469355741]","[0.0, 0.6201801967415156]","[0.0, 0.7249692153347709]","[0.0, 0.9576320159380498]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 0.6471395809801829]","[0.0, 0.48891772084110163]","[0.0, 0.4212381914911209]","[0.0, 0.38366613693213336]","[0.0, 0.3607283583251214]","[0.0, 0.3466682300336087]","[0.0, 0.3383726014329509]","[0.0, 0.33381309604345905]","[0.0, 0.33165914666265006]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2879,[1],"[0.7496600642740936, 1.0]","[0.0, 0.8883599717865237]","[0.0, 0.9067747949174987]","[0.0, 1.0]","[0.0, 0.778950871792497]","[0.0, 0.8877592986667484]","[0.0, 0.8654693076927124]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2880,[1],"[1.1635245951263768, 1.0]","[0.0, 0.8797103808794665]","[0.0, 0.9532364612222581]","[0.0, 0.8895123674257639]","[0.0, 0.8272563579195366]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2881,[1],"[1.2319959343449132, 1.0]","[0.0, 0.6207620542649599]","[0.0, 0.5109718699575992]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 0.9546718463311558]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2882,[1],"[1.153846158799034, 1.0]","[0.0, 0.755155222635696]","[0.0, 0.783251554081557]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2883,[1],"[1.043203229517135, 1.0]","[0.5423356841650088, 0.9635313191144564]","[0.0, 0.43535327607737473]","[0.0, 0.2833642386703164]","[0.0, 0.25344621564573044]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2884,[1],"[0.6401369065135254, 1.0]","[0.0, 0.9618251426867357]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 0.572660847331766]","[0.0, 0.5726609768952106]","[0.0, 0.5659666329498095]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2885,[1],"[1.0000000049570437, 1.0]","[0.0, 0.9773503247019351]","[0.0, 1.0]","[0.0, 0.6123876256010883]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886,[1],"[2.1086956571418547, 1.0]","[0.0, 0.7815561588366993]","[0.0, 0.5422958051905913]","[0.0, 0.7341595514741144]","[0.0, 0.9934492078197886]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2887,[1],"[0.7672963528282556, 1.0]","[0.0, 0.960509335396507]","[0.0, 1.0]","[0.0, 0.9712140636926339]","[0.0, 0.706931201786329]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888,[1],"[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889,[1],"[0.541479125545176, 1.0]","[0.0, 0.7793292765104116]","[0.0, 0.7837109611798512]","[0.0, 0.7916880601513089]","[0.0, 0.8107293319377041]","[0.0, 0.8685291384010236]","[0.0, 0.959801035564165]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2890,[1],"[0.4416404119172586, 1.0]","[0.0, 0.9301323575901135]","[0.0, 0.899947333291605]","[0.0, 0.8772080561349775]","[0.0, 0.7358986493416915]","[0.0, 0.6620212101438988]","[0.0, 0.6388581158851543]","[0.0, 0.614994957505492]","[0.0, 0.6130504019919226]","[0.0, 0.5857198687511582]","[0.0, 0.5507055136479391]","[0.0, 0.5136470599515668]","[0.0, 0.4886639154103276]","[0.0, 0.47302095589139526]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2891,[1],"[1.3600000049513692, 1.0]","[0.0, 0.7752942029258764]","[0.0, 0.962512812531999]","[0.0, 0.782844061140693]","[0.0, 0.8173211682647594]","[0.0, 0.7944764334891493]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2892,[1],"[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2893,[1],"[2.9554403978887724, 1.0]","[0.0, 0.36508886317616224]","[0.0, 0.1873940291860437]","[0.0, 0.06512655012237804]","[0.0, 0.07222938213505795]","[0.0, 0.08114849865262425]","[0.0, 0.09408118250814397]","[0.0, 0.12050897878807969]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2894,[1],"[0.5929550855163465, 1.0]","[0.0, 0.822895731815073]","[0.0, 0.926905650613256]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2895,[1],"[2.3793103497806993, 1.0]","[0.0, 0.17891054472763615]","[0.0, 0.5808261807832266]","[0.0, 0.8845980455941865]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2896,[1],"[3.2702498157014586, 1.0]","[0.0, 0.5790650434131339]","[0.0, 0.8100222183184049]","[0.0, 0.8995531124420859]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2897,[1],"[2.9393939443726893, 1.0]","[0.0, 0.49658575567805174]","[0.0, 0.7008366443527818]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
