,k0,k1,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,mu_10,mu_11,mu_12,mu_13,mu_14,mu_15,mu_16,mu_17,mu_18,mu_19,mu_20,mu_21,mu_22,mu_23,mu_24,mu_25,mu_26,mu_27,mu_28,mu_29,mu_30,mu_31,mu_32,mu_33,mu_34,mu_35,mu_36,mu_37,mu_38,mu_39,mu_40,mu_41,mu_42,mu_43,mu_44,mu_45,mu_46,mu_47,mu_48,mu_49,mu_50,mu_51,mu_52,mu_53,mu_54,mu_55,mu_56,mu_57,mu_58,mu_59,mu_60,mu_61,mu_62,mu_63,mu_64,mu_65,mu_66,mu_67,mu_68,mu_69,mu_70,mu_71,mu_72,mu_73,mu_74,mu_75,mu_76,mu_77,mu_78,mu_79,mu_80,mu_81,mu_82,mu_83,mu_84,mu_85,mu_86,mu_87,mu_88,mu_89,mu_90,mu_91,mu_92,mu_93,mu_94,mu_95,mu_96,mu_97,mu_98,mu_99,mu_100,mu_101,mu_102,mu_103,mu_104,mu_105,mu_106,mu_107,mu_108,mu_109,mu_110,mu_111,mu_112,mu_113,mu_114,mu_115,mu_116,mu_117,mu_118,mu_119,mu_120,mu_121,mu_122,mu_123,mu_124,mu_125,mu_126,mu_127,mu_128,mu_129,mu_130,mu_131,mu_132,mu_133,mu_134,mu_135,mu_136,mu_137,mu_138,mu_139,mu_140
3005,[1],"[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3006,[1],"[0.7777777827329645, 1.0]","[0.0, 0.8019396000643835]","[0.0, 0.8511855979330469]","[0.0, 0.8970595332548813]","[0.0, 0.9988021168901349]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 0.9342230256463887]","[0.0, 0.9342230256460823]","[0.0, 0.9342231526107113]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3007,[1],"[1.470588240246665, 1.0]","[0.0, 0.8960513183594812]","[0.0, 0.9616933070131743]","[0.0, 1.0]","[0.0, 0.9245407199384245]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3008,[1],"[4.343750004974978, 1.0]","[0.0, 0.5584253970269859]","[0.0, 0.6519703432466515]","[0.0, 0.8520957477483262]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3009,[1],"[0.9650990822859981, 1.0]","[0.5598566308243729, 0.9286738298102413]","[0.0, 0.36212037075690956]","[0.0, 0.4204672314985438]","[0.0, 0.28874388127441963]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3010,[1],"[1.498897874165888, 1.0]","[0.0, 0.5431229711758506]","[0.0, 0.6291330909091819]","[0.0, 0.6457933064430882]","[0.0, 0.7774636370341288]","[0.0, 0.9134385912079565]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3011,[1],"[0.9360568640270315, 1.0]","[0.574454410327237, 0.97769418041502]","[0.0, 0.41284349040757595]","[0.0, 0.22282989649276475]","[0.0, 0.22282993522861722]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3012,[1],"[3.282051287026712, 1.0]","[0.0, 0.6735939577076928]","[0.0, 0.8148527440066341]","[0.0, 0.9015626215138076]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3013,[1],"[2.4333333382873983, 1.0]","[0.0, 0.062410153978788]","[0.0, 0.10088280076877888]","[0.0, 0.4672136804010947]","[0.0, 0.9366567462485333]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3014,[1],"[3.6052631628739302, 1.0]","[0.0, 0.6369050998249235]","[0.0, 0.9018949035143109]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3015,[1],"[1.1498597489034825, 1.0]","[0.512121212121212, 1.0]","[0.0, 0.4878787878787878]","[0.0, 0.4491284375157472]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3016,[1],"[1.2131147590497153, 1.0]","[0.0, 0.7780851414603058]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3017,[1],"[0.36809833463838876, 1.0]","[0.0, 0.8770490568874174]","[0.0, 0.9895531950783102]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 0.9422818771298915]","[0.0, 0.5617879887841691]","[0.0, 0.4220494464351683]","[0.0, 0.35553130360600477]","[0.0, 0.35553045421985857]","[0.0, 0.3492571665677944]","[0.0, 0.34079601401534126]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3018,[1],"[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3019,[1],"[4.057142862119399, 1.0]","[0.0, 0.6817565739520601]","[0.0, 0.7262811669275951]","[0.0, 0.813538160495853]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3020,[1],"[1.6363636413150309, 1.0]","[0.0, 0.6977857585097098]","[0.0, 0.8754497333788539]","[0.0, 0.9265185020669039]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3021,[1],"[2.1276595794476227, 1.0]","[0.0, 0.6189363875360203]","[0.0, 0.9864044784222592]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3022,[1],"[1.9644736892062113, 1.0]","[0.0, 0.8645588420276338]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3023,[1],"[2.106382983675546, 1.0]","[0.0, 0.6557284656209942]","[0.0, 0.9237857581003484]","[0.0, 1.0]","[0.0, 0.9181622487115612]","[0.0, 0.9875618628983911]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3024,[1],"[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3025,[1],"[0.82724547681953, 1.0]","[0.0, 0.9026539794361289]","[0.0, 1.0]","[0.0, 0.8673796247339786]","[0.0, 0.8797132355319062]","[0.0, 0.7870964986512392]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3026,[1],"[1.0634920684518898, 1.0]","[0.0, 0.787859933133432]","[0.0, 0.8154737013260266]","[0.0, 0.7955914563761499]","[0.0, 1.0]","[0.0, 0.9624605258327759]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3027,[1],"[2.102040821278467, 1.0]","[0.0, 0.7096420343060967]","[0.0, 0.8276647916186548]","[0.0, 1.0]","[0.0, 0.6745457527176671]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3028,[1],"[3.923076928030819, 1.0]","[0.0, 0.10533476535774185]","[0.0, 0.14561015855574572]","[0.0, 0.3632809231562966]","[0.0, 0.479032207193308]","[0.0, 0.7299169385630051]","[0.0, 0.8181113469910687]","[0.0, 0.9488517275722088]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3029,[1],"[3.8974139166665003, 1.0]","[0.0, 0.09790322851745034]","[0.0, 0.025578557772172338]","[0.0, 0.027342724440176994]","[0.0, 0.028925522695030483]","[0.0, 0.03039676918229548]","[0.0, 0.031823264620305436]","[0.0, 0.0332425747941151]","[0.0, 0.03469558382488443]","[0.0, 0.03621542443973826]","[0.0, 0.037863332524515556]","[0.0, 0.039654247820048324]","[0.0, 0.041655249533569555]","[0.0, 0.04394571108802725]","[0.0, 0.046674329104649595]","[0.0, 0.050100339652007025]","[0.0, 0.05475065900969194]","[0.0, 0.062009349576641275]","[0.0, 0.07770469381710228]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030,[1],"[0.9661016998680764, 1.0]","[0.0, 0.8513100443700504]","[0.0, 0.9689945196073809]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3031,[1],"[2.828571433524126, 1.0]","[0.0, 0.536735680273125]","[0.0, 0.66668223225578]","[0.0, 0.8510560226350637]","[0.0, 0.948376373665147]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3032,[1],"[1.1333333382957491, 1.0]","[0.0, 0.03376446042712993]","[0.0, 0.049395977869299855]","[0.0, 0.07302102270225798]","[0.0, 0.11720181270247897]","[0.0, 0.24129795115330563]","[0.0, 0.46619489688313903]","[0.0, 0.6406155338687932]","[0.0, 0.4550012000766649]","[0.0, 0.778913547036311]","[0.0, 0.8585436858163638]","[0.0, 0.8585439620236285]","[0.0, 0.8585439592027418]","[0.0, 0.8585442180723539]","[0.0, 0.8071305555915544]","[0.0, 0.7617549519748656]","[0.0, 0.7266543209996883]","[0.0, 0.6992875977224472]","[0.0, 0.6780459261741107]","[0.0, 0.6616974575865281]","[0.0, 0.6494053677845039]","[0.0, 0.6405497849869826]","[0.0, 0.6342444597102684]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3033,[1],"[2.214285719237939, 1.0]","[0.0, 0.4643313493925322]","[0.0, 0.6239389580048138]","[0.0, 0.5768064635487113]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3034,[1],"[1.2962963012496667, 1.0]","[0.0, 0.08058412510633159]","[0.0, 0.1336342295801464]","[0.0, 0.2710866560802651]","[0.0, 0.8638759613330413]","[0.0, 0.9265874658680594]","[0.0, 1.0]","[0.0, 0.9750152117661963]","[0.0, 0.8078846003445855]","[0.0, 0.710083376048831]","[0.0, 0.6473335009977234]","[0.0, 0.6058879342305766]","[0.0, 0.578486820220929]","[0.0, 0.5612963646589376]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3035,[1],"[0.8421052681102326, 1.0]","[0.0, 0.5148019675114658]","[0.0, 0.6258312703018035]","[0.0, 0.7049654663751319]","[0.0, 0.8260099424637051]","[0.0, 0.842232729219048]","[0.0, 0.881773443217875]","[0.0, 0.94211088716929]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3036,[1],"[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3037,[1],"[2.0816326580131195, 1.0]","[0.0, 0.7149403948312485]","[0.0, 0.7604087900552311]","[0.0, 0.8576198731809385]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3038,[1],"[1.4174243116664342, 1.0]","[0.32325581395348835, 0.5055055234080942]","[0.0, 0.07814180473604389]","[0.0, 0.6315165481410455]","[0.0, 0.6767441860465117]","[0.0, 0.6751987651550942]","[0.0, 0.6182135186545417]","[0.0, 0.5809992320402728]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3039,[1],"[0.49283706324487603, 1.0]","[0.0, 0.631537533744667]","[0.0, 0.589436408205076]","[0.0, 0.6066715490014087]","[0.0, 0.6739437838177297]","[0.0, 0.862973261778276]","[0.0, 0.9441971691980798]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3040,[1],"[1.1333333382878932, 1.0]","[0.0, 0.11382369874901001]","[0.0, 0.152557870645981]","[0.0, 0.19980351776397337]","[0.0, 0.2488491112010843]","[0.0, 0.30497271088628153]","[0.0, 0.3847503214580598]","[0.0, 0.4994332533434382]","[0.0, 0.6829596408995593]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3041,[1],"[3.277777782730384, 1.0]","[0.0, 0.5745634177176298]","[0.0, 0.7258591619815462]","[0.0, 0.8861997033262862]","[0.0, 0.9661652784785797]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3042,[1],"[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3043,[1],"[3.812500004973593, 1.0]","[0.0, 0.3247952339870302]","[0.0, 0.7715923377573972]","[0.0, 0.9940600300323205]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3044,[1],"[2.020000004951914, 1.0]","[0.0, 0.6950495883066372]","[0.0, 0.9318707966726066]","[0.0, 0.6919687365118492]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3045,[1],"[1.9491525473243072, 1.0]","[0.0, 0.9153036875588844]","[0.0, 0.905913426275338]","[0.0, 1.0]","[0.0, 0.973169596190265]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3046,[1],"[0.7543915242234271, 1.0]","[0.0, 0.8167892216412855]","[0.0, 0.8376155899954856]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 0.9906426908256974]","[0.0, 0.9346000094813055]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3047,[1],"[0.6800000049558896, 1.0]","[0.0, 0.8605400385327433]","[0.0, 0.8474286677209524]","[0.0, 0.8879415115759093]","[0.0, 1.0]","[0.0, 0.8796314408522654]","[0.0, 0.7872365888701395]","[0.0, 0.7100512530638767]","[0.0, 0.6612055006374609]","[0.0, 0.6323300965949218]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3048,[1],"[1.2272727322240857, 1.0]","[0.0, 0.7056963656203609]","[0.0, 0.8357992735292715]","[0.0, 0.9828127876402882]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3049,[1],"[0.9324324374273216, 1.0]","[0.0, 0.940721440954379]","[0.0, 1.0]","[0.0, 0.8542944271100403]","[0.0, 0.30823325485111097]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050,[1],"[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3051,[1],"[1.6842105312671887, 1.0]","[0.0, 0.8241831058415771]","[0.0, 0.8919445775082844]","[0.0, 0.903551415587064]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 0.9534523232175149]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3052,[1],"[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3053,[1],"[0.856628127088313, 1.0]","[0.0, 0.8707419002945334]","[0.0, 0.9813820810743418]","[0.0, 0.6155813103413315]","[0.0, 0.8282643470498559]","[0.0, 0.7344669753580045]","[0.0, 0.7168475462503223]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3054,[1],"[0.4791737682663759, 1.0]","[0.0, 0.8746553135713131]","[0.0, 0.9007488873016755]","[0.0, 0.9553518746574545]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 0.8883288616239774]","[0.0, 0.6467158831514883]","[0.0, 0.6467167128420421]","[0.0, 0.6467162570864298]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3055,[1],"[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3056,[1],"[3.685714290690233, 1.0]","[0.0, 0.5997139143079498]","[0.0, 0.7700621462900398]","[0.0, 0.9353526319495145]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
